Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q54AI7	unreviewed	Q54AI7_MOUSE	C-C motif chemokine	Ccl20	Mus musculus (Mouse)	97
Q5EFJ3	unreviewed	Q5EFJ3_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	104
Q5FVN3	unreviewed	Q5FVN3_RAT	C-C motif chemokine ligand 9 (Ccl9-like protein) (Chemokine (C-C motif) ligand 9) (Chemokine CCL9)	Ccl9	Rattus norvegicus (Rat)	117
Q5I0L5	unreviewed	Q5I0L5_RAT	C-C motif chemokine	Ccl22	Rattus norvegicus (Rat)	92
Q5I6F8	unreviewed	Q5I6F8_CANLF	C-C motif chemokine	CCL7	Canis lupus familiaris (Dog) (Canis familiaris)	99
Q5K4L9	unreviewed	Q5K4L9_PIG	C-C motif chemokine	CCL20	Sus scrofa (Pig)	96
Q5KSU7	unreviewed	Q5KSU7_CANLF	C-C motif chemokine	CCL7	Canis lupus familiaris (Dog) (Canis familiaris)	99
Q5QNV9	unreviewed	Q5QNV9_MOUSE	C-C motif chemokine	Ccl4	Mus musculus (Mouse)	92
Q5QNW0	unreviewed	Q5QNW0_MOUSE	C-C motif chemokine	Ccl3	Mus musculus (Mouse)	92
Q5R8M6	unreviewed	Q5R8M6_PONAB	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	DKFZp469G1525	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	93
Q5RCF4	unreviewed	Q5RCF4_PONAB	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	DKFZp469J175 CXCL14 CR201_G0017585	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	111
Q5TYP6	unreviewed	Q5TYP6_DANRE	C-C motif chemokine	ccl38.6 CCL-chr20b CCL38af si:dkeyp-59a8.1 wu:fj16d01	Danio rerio (Zebrafish) (Brachydanio rerio)	103
Q5TYP9	unreviewed	Q5TYP9_DANRE	C-C motif chemokine	ccl38a.4 si:dkeyp-59a8.3 zgc:171266	Danio rerio (Zebrafish) (Brachydanio rerio)	101
Q5TYQ0	unreviewed	Q5TYQ0_DANRE	C-C motif chemokine	ccl38a.5 ccl2 si:dkeyp-59a8.2	Danio rerio (Zebrafish) (Brachydanio rerio)	103
Q5VI85	unreviewed	Q5VI85_RABIT	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Oryctolagus cuniculus (Rabbit)	106
Q5VZ75	unreviewed	Q5VZ75_HUMAN	C-C motif chemokine	CCL19	Homo sapiens (Human)	104
Q5XNN9	unreviewed	Q5XNN9_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Canis lupus familiaris (Dog) (Canis familiaris)	89
Q642U4	unreviewed	Q642U4_MOUSE	C-C motif chemokine	Ccl20	Mus musculus (Mouse)	96
Q68AP1	unreviewed	Q68AP1_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL20	Canis lupus familiaris (Dog) (Canis familiaris)	97
Q68AY7	unreviewed	Q68AY7_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	100
Q68AY8	unreviewed	Q68AY8_CANLF	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	94
Q68Y87	unreviewed	Q68Y87_CANLF	C-C motif chemokine ligand 27 (Cutaneous T cell attracting chemokine)	CTACK CCL27	Canis lupus familiaris (Dog) (Canis familiaris)	119
Q6DUK4	unreviewed	Q6DUK4_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
Q6EKW4	unreviewed	Q6EKW4_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	116
Q6I9S7	unreviewed	Q6I9S7_HUMAN	C-X-C motif chemokine	CXCL5 hCG_16364	Homo sapiens (Human)	114
Q6IBD6	unreviewed	Q6IBD6_HUMAN	C-C motif chemokine	CCL19 hCG_20476	Homo sapiens (Human)	98
Q6P8R3	unreviewed	Q6P8R3_MOUSE	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	Pf4 Cxcl4	Mus musculus (Mouse)	105
Q6PED1	unreviewed	Q6PED1_RAT	C-C motif chemokine	Ccl5	Rattus norvegicus (Rat)	92
Q6PUD4	unreviewed	Q6PUD4_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
Q6PUJ1	unreviewed	Q6PUJ1_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	107

Q7Z7Q8	unreviewed	Q7Z7Q8_HUMAN	C-C motif chemokine	MCP-3 CCL7 hCG_29304	Homo sapiens (Human)	109
Q867A6	unreviewed	Q867A6_SHEEP	Lymphotactin	Lptn	Ovis aries (Sheep)	112
Q8K453	unreviewed	Q8K453_RAT	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	Cxcl14	Rattus norvegicus (Rat)	99
Q8R392	unreviewed	Q8R392_MOUSE	C-X-C motif chemokine	Cxcl11	Mus musculus (Mouse)	100
Q91ZH5	unreviewed	Q91ZH5_RAT	C-C motif chemokine	Ccl22 MDC	Rattus norvegicus (Rat)	92
Q9BDJ2	unreviewed	Q9BDJ2_BOVIN	C motif chemokine ligand 1 (Chemokine (C motif) ligand 1) (Lymphotactin)	XCL1	Bos taurus (Bovine)	97
Q9DFG4	unreviewed	Q9DFG4_DANRE	C-X-C motif chemokine 14 precursor (CXC-type chemokine) (Chemokine (C-X-C motif) ligand 14)	cxcl14 fb67g04 Scyba scyba wu:fb67g04	Danio rerio (Zebrafish) (Brachydanio rerio)	100
Q9EQI5	unreviewed	Q9EQI5_MOUSE	Chemokine subfamily B Cys-X-Cys (Platelet basic protein) (Thymus chemokine 1)	Ppbp Cxcl7	Mus musculus (Mouse)	113
Q9QX28	unreviewed	Q9QX28_MOUSE	C-X-C motif chemokine	Cxcl13 angie2	Mus musculus (Mouse)	86
Q9QZU2	unreviewed	Q9QZU2_MOUSE	C-C motif chemokine	Ccl22	Mus musculus (Mouse)	92
R4G9F3	unreviewed	R4G9F3_ANOCA	C-C motif chemokine	CCL20	Anolis carolinensis (Green anole) (American chameleon)	102
U3CWL0	unreviewed	U3CWL0_CALJA	C-C motif chemokine	CCL20	Callithrix jacchus (White-tufted-ear marmoset)	96
U3EC16	unreviewed	U3EC16_CALJA	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Callithrix jacchus (White-tufted-ear marmoset)	111
U3F7H0	unreviewed	U3F7H0_CALJA	C-C motif chemokine	CCL4 LOC100385441	Callithrix jacchus (White-tufted-ear marmoset)	92
W5NPF7	unreviewed	W5NPF7_SHEEP	C-C motif chemokine	CCL22	Ovis aries (Sheep)	93
W5NPQ5	unreviewed	W5NPQ5_SHEEP	C-C motif chemokine		Ovis aries (Sheep)	102
W5P1N4	unreviewed	W5P1N4_SHEEP	C-C motif chemokine	LOC101113771	Ovis aries (Sheep)	93
W5P2A3	unreviewed	W5P2A3_SHEEP	C-C motif chemokine	LOC101114285	Ovis aries (Sheep)	109
W5P2M5	unreviewed	W5P2M5_SHEEP	C-C motif chemokine	LOC101114535	Ovis aries (Sheep)	93
W5P3F0	unreviewed	W5P3F0_SHEEP	C-C motif chemokine	LOC101111035	Ovis aries (Sheep)	93
W5P3I2	unreviewed	W5P3I2_SHEEP	C-C motif chemokine	LOC101111303	Ovis aries (Sheep)	89
W5P3Q3	unreviewed	W5P3Q3_SHEEP	C-C motif chemokine	LOC100101238	Ovis aries (Sheep)	89
W5P426	unreviewed	W5P426_SHEEP	Chemokine interleukin-8-like domain-containing protein	LOC101115044	Ovis aries (Sheep)	94
W5P491	unreviewed	W5P491_SHEEP	Chemokine interleukin-8-like domain-containing protein	CCL16	Ovis aries (Sheep)	104
W5P4G7	unreviewed	W5P4G7_SHEEP	C-C motif chemokine	CCL5	Ovis aries (Sheep)	91
W5PH50	unreviewed	W5PH50_SHEEP	Chemokine (C motif) ligand 1	XCL1	Ovis aries (Sheep)	112
W5PH69	unreviewed	W5PH69_SHEEP	C-C motif chemokine	CCL19	Ovis aries (Sheep)	115
W5PHD1	unreviewed	W5PHD1_SHEEP	Chemokine interleukin-8-like domain-containing protein	LOC101122122	Ovis aries (Sheep)	109
W5PHD5	unreviewed	W5PHD5_SHEEP	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Ovis aries (Sheep)	97
W5PHJ9	unreviewed	W5PHJ9_SHEEP	C-C motif chemokine	LOC101119572	Ovis aries (Sheep)	110
W5PII4	unreviewed	W5PII4_SHEEP	C-C motif chemokine	LOC101119832	Ovis aries (Sheep)	101
W5PIQ4	unreviewed	W5PIQ4_SHEEP	C-C motif chemokine	LOC101120093	Ovis aries (Sheep)	115
W5PV16	unreviewed	W5PV16_SHEEP	C-C motif chemokine	CCL26	Ovis aries (Sheep)	69
W5PV23	unreviewed	W5PV23_SHEEP	Chemokine interleukin-8-like domain-containing protein	CCL24	Ovis aries (Sheep)	116
W5PYW3	unreviewed	W5PYW3_SHEEP	C-X-C motif chemokine	LOC101103238	Ovis aries (Sheep)	109
W5PZ55	unreviewed	W5PZ55_SHEEP	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PPBP	Ovis aries (Sheep)	119
W5PZA5	unreviewed	W5PZA5_SHEEP	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Ovis aries (Sheep)	115
W5PZF0	unreviewed	W5PZF0_SHEEP	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Ovis aries (Sheep)	119
W5PZG1	unreviewed	W5PZG1_SHEEP	C-X-C motif chemokine	CXCL1	Ovis aries (Sheep)	75
W5Q5B3	unreviewed	W5Q5B3_SHEEP	C-X-C motif chemokine	CXCL11	Ovis aries (Sheep)	100
W5Q654	unreviewed	W5Q654_SHEEP	C-X-C motif chemokine		Ovis aries (Sheep)	102
W5Q8I5	unreviewed	W5Q8I5_SHEEP	Chemokine interleukin-8-like domain-containing protein	CXCL13	Ovis aries (Sheep)	109
W5QHB2	unreviewed	W5QHB2_SHEEP	C-C motif chemokine	CCL20	Ovis aries (Sheep)	97
W5QJA1	unreviewed	W5QJA1_SHEEP	C-X-C motif chemokine		Ovis aries (Sheep)	75
A0A0B4J2G5	unreviewed	A0A0B4J2G5_HUMAN	C-C motif chemokine ligand 14	CCL14	Homo sapiens (Human)	65
A0A0J9YTR7	unreviewed	A0A0J9YTR7_MOUSE	Platelet factor 4	Pf4	Mus musculus (Mouse)	77
A0A0J9YWH4	unreviewed	A0A0J9YWH4_HUMAN	C-C motif chemokine 4-like	CCL4L2	Homo sapiens (Human)	103
A0A0R4IFJ9	unreviewed	A0A0R4IFJ9_DANRE	C-C motif chemokine 22-like (Chemokine (C-C motif) ligand 39, duplicate 6)	ccl39.6	Danio rerio (Zebrafish) (Brachydanio rerio)	99
A0A0R4IPJ5	unreviewed	A0A0R4IPJ5_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 1	ccl34b.1 si:dkey-25o1.6	Danio rerio (Zebrafish) (Brachydanio rerio)	97
A0A0R4J0X6	unreviewed	A0A0R4J0X6_MOUSE	C-C motif chemokine ligand 27A	Ccl27a	Mus musculus (Mouse)	120
A0A1B8Y8M3	unreviewed	A0A1B8Y8M3_XENTR	C-X-C motif chemokine 11-1	cxcl11 XENTR_v90029261mg	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	100
A0A1B8Y8M8	unreviewed	A0A1B8Y8M8_XENTR	Interleukin-8	cxcl8b cxc8b.1 cxcl8b.1 LOC101730379 XENTR_v90029246mg	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	95
A0A1D5RMK8	unreviewed	A0A1D5RMK8_MOUSE	C-X3-C motif chemokine ligand 1	Cx3cl1	Mus musculus (Mouse)	64
A0A1S3KMJ0	unreviewed	A0A1S3KMJ0_SALSA	C-C motif chemokine 8-like	LOC106560915	Salmo salar (Atlantic salmon)	118
A0A1S3L039	unreviewed	A0A1S3L039_SALSA	C-C motif chemokine 19-like	LOC106563358	Salmo salar (Atlantic salmon)	108
A0A1S3L676	unreviewed	A0A1S3L676_SALSA	C-X-C motif chemokine 11-like	LOC106564720	Salmo salar (Atlantic salmon)	109
A0A1S3LZK6	unreviewed	A0A1S3LZK6_SALSA	Uncharacterized protein LOC106569488 isoform X2	LOC106569488	Salmo salar (Atlantic salmon)	89
A0A1S3LZS0	unreviewed	A0A1S3LZS0_SALSA	Uncharacterized protein LOC106569488 isoform X1	LOC106569488	Salmo salar (Atlantic salmon)	101
A0A1S3M0J6	unreviewed	A0A1S3M0J6_SALSA	C-C motif chemokine 21 isoform X2	ccl21	Salmo salar (Atlantic salmon)	101
A0A1S3M6V4	unreviewed	A0A1S3M6V4_SALSA	C-C motif chemokine 4-like	LOC106570886	Salmo salar (Atlantic salmon)	103
A0A1S3NHL8	unreviewed	A0A1S3NHL8_SALSA	C-C motif chemokine 20-like isoform X2	LOC106579494	Salmo salar (Atlantic salmon)	100
A0A1S3NHM2	unreviewed	A0A1S3NHM2_SALSA	Eotaxin-like	LOC106579498	Salmo salar (Atlantic salmon)	98
A0A1S3PKF1	unreviewed	A0A1S3PKF1_SALSA	C-C motif chemokine 4-like	LOC106585882	Salmo salar (Atlantic salmon)	99
A0A1S3PL40	unreviewed	A0A1S3PL40_SALSA	C-X-C motif chemokine 13-like	LOC106585872	Salmo salar (Atlantic salmon)	86
A0A1S3PQZ1	unreviewed	A0A1S3PQZ1_SALSA	C-X-C motif chemokine 11-like	LOC106586893	Salmo salar (Atlantic salmon)	109
A0A1S3PWJ4	unreviewed	A0A1S3PWJ4_SALSA	C-C motif chemokine 13-like	LOC106587932	Salmo salar (Atlantic salmon)	104
A0A1S3PWM0	unreviewed	A0A1S3PWM0_SALSA	C-C motif chemokine 13-like	LOC106587960	Salmo salar (Atlantic salmon)	99
A0A1S3PWM9	unreviewed	A0A1S3PWM9_SALSA	C-C motif chemokine 13-like	LOC106587941	Salmo salar (Atlantic salmon)	93
A0A1S3PWR4	unreviewed	A0A1S3PWR4_SALSA	C-C motif chemokine 13-like	LOC106587975	Salmo salar (Atlantic salmon)	99
A0A1S3PXZ1	unreviewed	A0A1S3PXZ1_SALSA	C-C motif chemokine 13-like	LOC106587939	Salmo salar (Atlantic salmon)	93
A0A1S3QB30	unreviewed	A0A1S3QB30_SALSA	Eotaxin-like	LOC106590516	Salmo salar (Atlantic salmon)	98
A0A1S3R4J6	unreviewed	A0A1S3R4J6_SALSA	C-C motif chemokine 4-like	LOC106600447	Salmo salar (Atlantic salmon)	105
A0A1S3RTF8	unreviewed	A0A1S3RTF8_SALSA	C-X-C motif chemokine 14-like isoform X2	LOC106604935	Salmo salar (Atlantic salmon)	100
A0A1S3SDZ1	unreviewed	A0A1S3SDZ1_SALSA	Growth-regulated alpha protein-like	LOC106608883	Salmo salar (Atlantic salmon)	73
A0A1S3T541	unreviewed	A0A1S3T541_SALSA	C-C motif chemokine 25-like	LOC106613704	Salmo salar (Atlantic salmon)	95
A0A286ZQ00	unreviewed	A0A286ZQ00_PIG	C-C motif chemokine		Sus scrofa (Pig)	92
A0A2I2YCD7	unreviewed	A0A2I2YCD7_GORGO	C-C motif chemokine ligand 28	CCL28	Gorilla gorilla gorilla (Western lowland gorilla)	80
A0A2I2Z1Q9	unreviewed	A0A2I2Z1Q9_GORGO	X-C motif chemokine ligand 1		Gorilla gorilla gorilla (Western lowland gorilla)	93
A0A2I3H0G4	unreviewed	A0A2I3H0G4_NOMLE	C-C motif chemokine ligand 28	CCL28	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	80
A0A2I3H4A1	unreviewed	A0A2I3H4A1_NOMLE	Chemokine interleukin-8-like domain-containing protein	LOC100595480	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	103
A0A2I3RVJ5	unreviewed	A0A2I3RVJ5_PANTR	C-C motif chemokine ligand 2	CCL2	Pan troglodytes (Chimpanzee)	109
A0A2I3S6D9	unreviewed	A0A2I3S6D9_PANTR	C-C motif chemokine ligand 28	CCL28	Pan troglodytes (Chimpanzee)	80
A0A2J8J6F9	unreviewed	A0A2J8J6F9_PANTR	CCL25 isoform 3	CK820_G0050358	Pan troglodytes (Chimpanzee)	84
A0A2J8LJ54	unreviewed	A0A2J8LJ54_PANTR	CCL2 isoform 3	CK820_G0028670	Pan troglodytes (Chimpanzee)	65
A0A2J8LJK3	unreviewed	A0A2J8LJK3_PANTR	CCL14 isoform 4	CK820_G0028752	Pan troglodytes (Chimpanzee)	65
A0A2J8LJV0	unreviewed	A0A2J8LJV0_PANTR	CCL4L2 isoform 2	CK820_G0028813	Pan troglodytes (Chimpanzee)	96
A0A2J8LJV4	unreviewed	A0A2J8LJV4_PANTR	Chemokine interleukin-8-like domain-containing protein	LOC455004	Pan troglodytes (Chimpanzee)	64
A0A2J8LJW4	unreviewed	A0A2J8LJW4_PANTR	CCL4L2 isoform 8	CK820_G0028813	Pan troglodytes (Chimpanzee)	87
A0A2J8LJW7	unreviewed	A0A2J8LJW7_PANTR	CCL4L2 isoform 5	CK820_G0028813	Pan troglodytes (Chimpanzee)	86
A0A2J8LJX1	unreviewed	A0A2J8LJX1_PANTR	CCL4L2 isoform 4	CK820_G0028813	Pan troglodytes (Chimpanzee)	103
A0A2J8LLU5	unreviewed	A0A2J8LLU5_PANTR	XCL2 isoform 1	CK820_G0027773	Pan troglodytes (Chimpanzee)	114
A0A2J8QZG8	unreviewed	A0A2J8QZG8_PONAB	CCL4L2 isoform 5	CR201_G0055603	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	103
A0A2J8QZH0	unreviewed	A0A2J8QZH0_PONAB	CCL4L2 isoform 1	CR201_G0055603	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	96
A0A2J8QZH1	unreviewed	A0A2J8QZH1_PONAB	CCL4L2 isoform 2 (CCL4L2 isoform 7)	CR201_G0055603	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	64
A0A2J8QZH4	unreviewed	A0A2J8QZH4_PONAB	CCL4L2 isoform 4	CR201_G0055603	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	103
A0A2J8QZH6	unreviewed	A0A2J8QZH6_PONAB	CCL4L2 isoform 6	CR201_G0055603	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	86
A0A2J8RCI5	unreviewed	A0A2J8RCI5_PONAB	CCL14 isoform 3	CR201_G0051837	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	65
A0A2J8RD43	unreviewed	A0A2J8RD43_PONAB	CCL25 isoform 1	CR201_G0051659	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	84
A0A2J8SA70	unreviewed	A0A2J8SA70_PONAB	CCL28 isoform 3	CR201_G0044789	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	80
A0A2J8TNK2	unreviewed	A0A2J8TNK2_PONAB	CCL2 isoform 3	CR201_G0033746	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	65
A0A2R8MBM5	unreviewed	A0A2R8MBM5_CALJA	Chemokine interleukin-8-like domain-containing protein	LOC100385441	Callithrix jacchus (White-tufted-ear marmoset)	103
A0A2R8Q8Y8	unreviewed	A0A2R8Q8Y8_DANRE	Chemokine (C-X-C motif) ligand 18a, duplicate 1	cxcl18a.1 cxc46	Danio rerio (Zebrafish) (Brachydanio rerio)	120
A0A2U6T1M3	unreviewed	A0A2U6T1M3_ORENI	CXC chemokine 2		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	106


A0A3Q2H454	unreviewed	A0A3Q2H454_HORSE	Uncharacterized protein		Equus caballus (Horse)	96

A0A4X1T541	unreviewed	A0A4X1T541_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	63
A0A4X1T5G3	unreviewed	A0A4X1T5G3_PIG	C-C motif chemokine	CCL4	Sus scrofa (Pig)	82
A0A4X1T5J8	unreviewed	A0A4X1T5J8_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	64
A0A4X1V3N1	unreviewed	A0A4X1V3N1_PIG	Uncharacterized protein		Sus scrofa (Pig)	60
A0A5F5PR44	unreviewed	A0A5F5PR44_HORSE	Chemokine interleukin-8-like domain-containing protein		Equus caballus (Horse)	80
A0A5F5PT78	unreviewed	A0A5F5PT78_HORSE	C-C motif chemokine		Equus caballus (Horse)	98
A0A5F5Q0I8	unreviewed	A0A5F5Q0I8_HORSE	Chemokine interleukin-8-like domain-containing protein		Equus caballus (Horse)	64
A0A5F9C5M3	unreviewed	A0A5F9C5M3_RABIT	C-X-C motif chemokine		Oryctolagus cuniculus (Rabbit)	111
A0A5F9C8I4	unreviewed	A0A5F9C8I4_RABIT	Chemokine interleukin-8-like domain-containing protein		Oryctolagus cuniculus (Rabbit)	104
A0A5F9CRU0	unreviewed	A0A5F9CRU0_RABIT	Chemokine (C-C motif) ligand 4	CCL4	Oryctolagus cuniculus (Rabbit)	96
A0A5F9D9E4	unreviewed	A0A5F9D9E4_RABIT	Chemokine (C-C motif) ligand 4	CCL4	Oryctolagus cuniculus (Rabbit)	64
A0A5G2Q926	unreviewed	A0A5G2Q926_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A5G2QUB5	unreviewed	A0A5G2QUB5_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	96
A0A669B170	unreviewed	A0A669B170_ORENI	Eotaxin-like	LOC109200482 LOC109200481	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
A0A669B2U1	unreviewed	A0A669B2U1_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
A0A669B9V4	unreviewed	A0A669B9V4_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100690251	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669BBP0	unreviewed	A0A669BBP0_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669BIF5	unreviewed	A0A669BIF5_ORENI	C-C motif chemokine 20	ccl25a	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	105
A0A669BJ23	unreviewed	A0A669BJ23_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	103
A0A669BK32	unreviewed	A0A669BK32_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	100
A0A669BKD1	unreviewed	A0A669BKD1_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669BKP2	unreviewed	A0A669BKP2_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	64
A0A669BLQ6	unreviewed	A0A669BLQ6_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	87
A0A669BQT1	unreviewed	A0A669BQT1_ORENI	Eotaxin-like	LOC109199676	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669BWU4	unreviewed	A0A669BWU4_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	79
A0A669C3C7	unreviewed	A0A669C3C7_ORENI	Monocyte chemotactic protein 1B	LOC109202766	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669C5I1	unreviewed	A0A669C5I1_ORENI	Eotaxin-like	LOC109200487	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669C7M7	unreviewed	A0A669C7M7_ORENI	Chemokine (C-X-C motif) ligand 14	cxcl14	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669C9L4	unreviewed	A0A669C9L4_ORENI	C-C motif chemokine 20	ccl20b	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669CAD5	unreviewed	A0A669CAD5_ORENI	Eotaxin-like	LOC109199677	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669CAW5	unreviewed	A0A669CAW5_ORENI	C-X-C motif chemokine 10	LOC100697780	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	103
A0A669CKG7	unreviewed	A0A669CKG7_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109202703	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669CLR5	unreviewed	A0A669CLR5_ORENI	Eotaxin-like	LOC109199676	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	96
A0A669CMM5	unreviewed	A0A669CMM5_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	98
A0A669CNH6	unreviewed	A0A669CNH6_ORENI	Eotaxin-like	LOC109199677	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669CQ91	unreviewed	A0A669CQ91_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100693396	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	100
A0A669CRH7	unreviewed	A0A669CRH7_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100700788	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	87
A0A669CSC3	unreviewed	A0A669CSC3_ORENI	Monocyte chemotactic protein 1B	LOC109202766	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669CYC9	unreviewed	A0A669CYC9_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	103
A0A669D020	unreviewed	A0A669D020_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100690251	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
A0A669D2X6	unreviewed	A0A669D2X6_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	100
A0A669D5V2	unreviewed	A0A669D5V2_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	98
A0A669D8E8	unreviewed	A0A669D8E8_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	92
A0A669DAA8	unreviewed	A0A669DAA8_ORENI	C-C motif chemokine 20	ccl25a	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	112
A0A669DBS4	unreviewed	A0A669DBS4_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	102
A0A669DG25	unreviewed	A0A669DG25_ORENI	Eotaxin-like	LOC109199676	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	96
A0A669DHF3	unreviewed	A0A669DHF3_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	88
A0A669DJB6	unreviewed	A0A669DJB6_ORENI	C-C motif chemokine 20	LOC100699919	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	94
