Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A3B3HJF2	unreviewed	A0A3B3HJF2_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC111946265	Oryzias latipes (Japanese rice fish) (Japanese killifish)	101
A0A3B3HKM7	unreviewed	A0A3B3HKM7_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3B3HNS3	unreviewed	A0A3B3HNS3_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC111946680	Oryzias latipes (Japanese rice fish) (Japanese killifish)	102
A0A3B3HRE0	unreviewed	A0A3B3HRE0_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC101160820	Oryzias latipes (Japanese rice fish) (Japanese killifish)	100
A0A3B3HWP0	unreviewed	A0A3B3HWP0_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC101170161	Oryzias latipes (Japanese rice fish) (Japanese killifish)	96
A0A3B3HYF0	unreviewed	A0A3B3HYF0_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	63
A0A3B3I0H3	unreviewed	A0A3B3I0H3_ORYLA	Chemokine interleukin-8-like domain-containing protein	cxcl18a.1	Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3B3I6Y5	unreviewed	A0A3B3I6Y5_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC101170597	Oryzias latipes (Japanese rice fish) (Japanese killifish)	94
A0A3B3I7F5	unreviewed	A0A3B3I7F5_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	82
A0A3B3I963	unreviewed	A0A3B3I963_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC101160820	Oryzias latipes (Japanese rice fish) (Japanese killifish)	117
A0A3B3IC26	unreviewed	A0A3B3IC26_ORYLA	Chemokine interleukin-8-like domain-containing protein	LOC101160820	Oryzias latipes (Japanese rice fish) (Japanese killifish)	117
A0A3B3IH01	unreviewed	A0A3B3IH01_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	95
A0A3B3IKJ3	unreviewed	A0A3B3IKJ3_ORYLA	Chemokine (C-C motif) ligand 25b	ccl25b	Oryzias latipes (Japanese rice fish) (Japanese killifish)	96

A0A3B5JZF9	unreviewed	A0A3B5JZF9_TAKRU	Chemokine (C-X-C motif) ligand 14	cxcl14	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	99
A0A3B5K317	unreviewed	A0A3B5K317_TAKRU	C-C motif chemokine 13-like	ccl19l1	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	106
A0A3B5K3K8	unreviewed	A0A3B5K3K8_TAKRU	C-C motif chemokine 21-like	ccl25a	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	102
A0A3B5K3P8	unreviewed	A0A3B5K3P8_TAKRU	Chemokine (C-C motif) ligand 19	ccl19	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	113
A0A3B5K6V2	unreviewed	A0A3B5K6V2_TAKRU	Chemokine interleukin-8-like domain-containing protein		Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	87
A0A3B5K9B1	unreviewed	A0A3B5K9B1_TAKRU	C-C motif chemokine 20-like	ccl20a.3	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	105
A0A3B5KLT3	unreviewed	A0A3B5KLT3_TAKRU	Chemokine (C-C motif) ligand 25b	ccl25b	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	100
A0A3B5KLU2	unreviewed	A0A3B5KLU2_TAKRU	Chemokine interleukin-8-like domain-containing protein	LOC105417375	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	102
A0A3B5KN56	unreviewed	A0A3B5KN56_TAKRU	Monocyte chemotactic protein 1B-like	LOC101065036	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	100
A0A3P9H1T8	unreviewed	A0A3P9H1T8_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	102
A0A3P9H4X6	unreviewed	A0A3P9H4X6_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	88
A0A3P9H6A1	unreviewed	A0A3P9H6A1_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	97
A0A3P9HBM8	unreviewed	A0A3P9HBM8_ORYLA	Chemokine (C-X-C motif) ligand 12a (stromal cell-derived factor 1)		Oryzias latipes (Japanese rice fish) (Japanese killifish)	89
A0A3P9HFU2	unreviewed	A0A3P9HFU2_ORYLA	C-C motif chemokine 19		Oryzias latipes (Japanese rice fish) (Japanese killifish)	99
A0A3P9HP01	unreviewed	A0A3P9HP01_ORYLA	Chemokine (C-C motif) ligand 25b		Oryzias latipes (Japanese rice fish) (Japanese killifish)	96
A0A3P9HVT1	unreviewed	A0A3P9HVT1_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3P9I3U9	unreviewed	A0A3P9I3U9_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	106
A0A3P9I6P3	unreviewed	A0A3P9I6P3_ORYLA	Chemokine (C-X-C motif) ligand 14		Oryzias latipes (Japanese rice fish) (Japanese killifish)	99
A0A3P9IT86	unreviewed	A0A3P9IT86_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	96
A0A3P9ITF3	unreviewed	A0A3P9ITF3_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	103
A0A3P9ITH2	unreviewed	A0A3P9ITH2_ORYLA	Chemokine (C-C motif) ligand 25a		Oryzias latipes (Japanese rice fish) (Japanese killifish)	108
A0A3P9IU55	unreviewed	A0A3P9IU55_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3P9IXR6	unreviewed	A0A3P9IXR6_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	88
A0A3P9J6L1	unreviewed	A0A3P9J6L1_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	97
A0A3P9J7R6	unreviewed	A0A3P9J7R6_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	102
A0A3P9JHG5	unreviewed	A0A3P9JHG5_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	99
A0A3P9JLX0	unreviewed	A0A3P9JLX0_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3P9JLY7	unreviewed	A0A3P9JLY7_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	95
A0A3P9JM68	unreviewed	A0A3P9JM68_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	104
A0A3P9K246	unreviewed	A0A3P9K246_ORYLA	Chemokine (C-C motif) ligand 25a		Oryzias latipes (Japanese rice fish) (Japanese killifish)	108
A0A3P9KE84	unreviewed	A0A3P9KE84_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	99
A0A3P9KU76	unreviewed	A0A3P9KU76_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	93
A0A3P9KV93	unreviewed	A0A3P9KV93_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3P9KVP6	unreviewed	A0A3P9KVP6_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	98
A0A3P9KX09	unreviewed	A0A3P9KX09_ORYLA	C-C motif chemokine		Oryzias latipes (Japanese rice fish) (Japanese killifish)	104
A0A3P9L5L3	unreviewed	A0A3P9L5L3_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	106
A0A3P9L5T7	unreviewed	A0A3P9L5T7_ORYLA	C-C motif chemokine 19		Oryzias latipes (Japanese rice fish) (Japanese killifish)	94
A0A3P9LML6	unreviewed	A0A3P9LML6_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	119
A0A3P9LMY4	unreviewed	A0A3P9LMY4_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	100
A0A3P9LND5	unreviewed	A0A3P9LND5_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	99
A0A3P9M8C7	unreviewed	A0A3P9M8C7_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	88
A0A3P9M8H0	unreviewed	A0A3P9M8H0_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	54
A0A3P9MAH2	unreviewed	A0A3P9MAH2_ORYLA	C-C motif chemokine		Oryzias latipes (Japanese rice fish) (Japanese killifish)	73
A0A3P9MAI4	unreviewed	A0A3P9MAI4_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	79
A0A3P9MB15	unreviewed	A0A3P9MB15_ORYLA	Chemokine (C-C motif) ligand 25b		Oryzias latipes (Japanese rice fish) (Japanese killifish)	96
A0A3P9MDF7	unreviewed	A0A3P9MDF7_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	110
A0A3P9MI79	unreviewed	A0A3P9MI79_ORYLA	Chemokine interleukin-8-like domain-containing protein		Oryzias latipes (Japanese rice fish) (Japanese killifish)	95

A0A3Q2H454	unreviewed	A0A3Q2H454_HORSE	Uncharacterized protein		Equus caballus (Horse)	96

A0A4X1T541	unreviewed	A0A4X1T541_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	63
A0A4X1T5G3	unreviewed	A0A4X1T5G3_PIG	C-C motif chemokine	CCL4	Sus scrofa (Pig)	82
A0A4X1T5J8	unreviewed	A0A4X1T5J8_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	64
A0A4X1V3N1	unreviewed	A0A4X1V3N1_PIG	Uncharacterized protein		Sus scrofa (Pig)	60
A0A5F5PR44	unreviewed	A0A5F5PR44_HORSE	Chemokine interleukin-8-like domain-containing protein		Equus caballus (Horse)	80
A0A5F5PT78	unreviewed	A0A5F5PT78_HORSE	C-C motif chemokine		Equus caballus (Horse)	98
A0A5F5Q0I8	unreviewed	A0A5F5Q0I8_HORSE	Chemokine interleukin-8-like domain-containing protein		Equus caballus (Horse)	64
A0A5F5XCY4	unreviewed	A0A5F5XCY4_FELCA	Chemokine interleukin-8-like domain-containing protein	LOC100302541	Felis catus (Cat) (Felis silvestris catus)	80
A0A5F5XDW1	unreviewed	A0A5F5XDW1_FELCA	Chemokine interleukin-8-like domain-containing protein	LOC100302541	Felis catus (Cat) (Felis silvestris catus)	64
A0A5G2Q926	unreviewed	A0A5G2Q926_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A5G2QUB5	unreviewed	A0A5G2QUB5_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	96

A0A674GUX2	unreviewed	A0A674GUX2_TAEGU	Interleukin-8	LOC100222345	Taeniopygia guttata (Zebra finch) (Poephila guttata)	94
A0A674HNR9	unreviewed	A0A674HNR9_TAEGU	C-X-C motif chemokine		Taeniopygia guttata (Zebra finch) (Poephila guttata)	103
A0A674MK38	unreviewed	A0A674MK38_TAKRU	C-C motif chemokine 14-like	ccl36.1	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	91
A0A674N4D0	unreviewed	A0A674N4D0_TAKRU	Chemokine (C-C motif) ligand 27b	ccl27b	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	97
A0A674NS88	unreviewed	A0A674NS88_TAKRU	Chemokine (C-X-C motif) ligand 14	cxcl14	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	91
A0A6B7FQX0	unreviewed	A0A6B7FQX0_GADMO	Chemokine SCYA123	scya123	Gadus morhua (Atlantic cod)	93
A0A6D2VU93	unreviewed	A0A6D2VU93_PANTR	CCL4L2 isoform 1 (CCL4L2 isoform 6)	CK820_G0028813	Pan troglodytes (Chimpanzee)	64
A0A6D2WW62	unreviewed	A0A6D2WW62_PANTR	CCL4L2 isoform 3	CK820_G0028813	Pan troglodytes (Chimpanzee)	103
A0A6D2WWF0	unreviewed	A0A6D2WWF0_PANTR	CCL27 isoform 2	CK820_G0014401	Pan troglodytes (Chimpanzee)	112
A0A6D2XFB4	unreviewed	A0A6D2XFB4_PANTR	CCL28 isoform 3	CK820_G0044221	Pan troglodytes (Chimpanzee)	80
A0A6D2Y0L5	unreviewed	A0A6D2Y0L5_PANTR	XCL1 isoform 1	CK820_G0027771	Pan troglodytes (Chimpanzee)	114
A0A6D2Y1L9	unreviewed	A0A6D2Y1L9_PANTR	CCL24 isoform 1 (CCL24 isoform 2)	CK820_G0052201	Pan troglodytes (Chimpanzee)	119
A0A6I8NMB8	unreviewed	A0A6I8NMB8_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	98
A0A6I8NS61	unreviewed	A0A6I8NS61_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	94
A0A6I8P984	unreviewed	A0A6I8P984_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	119
A0A6I8S7M0	unreviewed	A0A6I8S7M0_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	101
A0A6I8SI63	unreviewed	A0A6I8SI63_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	86
A0A6I8SIF9	unreviewed	A0A6I8SIF9_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	81
A0A6I8SQI1	unreviewed	A0A6I8SQI1_XENTR	Chemokine (C-X-C motif) ligand 14	cxcl14	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	98
A0A6I8SXT0	unreviewed	A0A6I8SXT0_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	84

A0A803J6I4	unreviewed	A0A803J6I4_XENTR	Interleukin-8	LOC100498389	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	95
A0A803JX38	unreviewed	A0A803JX38_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	76
A0A803TY50	unreviewed	A0A803TY50_ANOCA	Chemokine interleukin-8-like domain-containing protein		Anolis carolinensis (Green anole) (American chameleon)	114
A0A803U136	unreviewed	A0A803U136_ANOCA	C-X-C motif chemokine ligand 14	CXCL14	Anolis carolinensis (Green anole) (American chameleon)	98
A0A803XKR0	unreviewed	A0A803XKR0_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC109367188	Meleagris gallopavo (Wild turkey)	108
A0A803XSP9	unreviewed	A0A803XSP9_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC100548721	Meleagris gallopavo (Wild turkey)	96
A0A803XV46	unreviewed	A0A803XV46_MELGA	Chemokine interleukin-8-like domain-containing protein		Meleagris gallopavo (Wild turkey)	100
A0A803YR04	unreviewed	A0A803YR04_MELGA	Chemokine interleukin-8-like domain-containing protein		Meleagris gallopavo (Wild turkey)	111

A0A8B9T464	unreviewed	A0A8B9T464_ANAPL	C-X-C motif chemokine		Anas platyrhynchos (Mallard) (Anas boschas)	101
A0A8B9TPZ4	unreviewed	A0A8B9TPZ4_ANAPL	Chemokine interleukin-8-like domain-containing protein		Anas platyrhynchos (Mallard) (Anas boschas)	97
A0A8B9TQA5	unreviewed	A0A8B9TQA5_ANAPL	C-C motif chemokine 3		Anas platyrhynchos (Mallard) (Anas boschas)	90
A0A8B9TQC5	unreviewed	A0A8B9TQC5_ANAPL	Chemokine interleukin-8-like domain-containing protein		Anas platyrhynchos (Mallard) (Anas boschas)	93
A0A8B9TS14	unreviewed	A0A8B9TS14_ANAPL	C-X-C motif chemokine ligand 14	CXCL14	Anas platyrhynchos (Mallard) (Anas boschas)	98
A0A8C0NNV6	unreviewed	A0A8C0NNV6_CANLF	C-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	95
A0A8C0NU85	unreviewed	A0A8C0NU85_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	65
A0A8C0P470	unreviewed	A0A8C0P470_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	80
A0A8C0PDV3	unreviewed	A0A8C0PDV3_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	97
A0A8C0RM81	unreviewed	A0A8C0RM81_CANLF	Chemokine (C-C motif) ligand 13	CCL13	Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8C0RPL3	unreviewed	A0A8C0RPL3_CANLF	Pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	PPBP	Canis lupus familiaris (Dog) (Canis familiaris)	118
A0A8C0RQ39	unreviewed	A0A8C0RQ39_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	64
A0A8C0S9U0	unreviewed	A0A8C0S9U0_CANLF	Chemokine interleukin-8-like domain-containing protein		Canis lupus familiaris (Dog) (Canis familiaris)	62
A0A8C0SAD0	unreviewed	A0A8C0SAD0_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	65
A0A8C3F720	unreviewed	A0A8C3F720_CHRPI	Uncharacterized protein	LOC101949474	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	100
A0A8C3FQV9	unreviewed	A0A8C3FQV9_CHRPI	C-X-C motif chemokine ligand 14	CXCL14	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	98
A0A8C3HI07	unreviewed	A0A8C3HI07_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	112
A0A8C3HTD0	unreviewed	A0A8C3HTD0_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	93
A0A8C3HTF8	unreviewed	A0A8C3HTF8_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	111
A0A8C3HTT3	unreviewed	A0A8C3HTT3_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	107
A0A8C3HTX2	unreviewed	A0A8C3HTX2_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	94
A0A8C3I337	unreviewed	A0A8C3I337_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	109
A0A8C3I3F8	unreviewed	A0A8C3I3F8_CHRPI	C-X-C motif chemokine ligand 8	CXCL8	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	104
A0A8C3I3K3	unreviewed	A0A8C3I3K3_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	90
A0A8C3I4D9	unreviewed	A0A8C3I4D9_CHRPI	C-X-C motif chemokine ligand 13	CXCL13	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	104
A0A8C3I4X1	unreviewed	A0A8C3I4X1_CHRPI	C-X-C motif chemokine		Chrysemys picta bellii (Western painted turtle) (Emys bellii)	96

A0A8C4Z5E1	unreviewed	A0A8C4Z5E1_GADMO	Chemokine (C-C motif) ligand 44	ccl44	Gadus morhua (Atlantic cod)	116
A0A8C4Z770	unreviewed	A0A8C4Z770_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	93
A0A8C4ZUU1	unreviewed	A0A8C4ZUU1_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	103
A0A8C4ZWK9	unreviewed	A0A8C4ZWK9_GADMO	C-C motif chemokine 20-like		Gadus morhua (Atlantic cod)	104
A0A8C5A899	unreviewed	A0A8C5A899_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	90
A0A8C5A8S2	unreviewed	A0A8C5A8S2_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	104
A0A8C5AEH5	unreviewed	A0A8C5AEH5_GADMO	C-C motif chemokine 4-like		Gadus morhua (Atlantic cod)	103
A0A8C5AES6	unreviewed	A0A8C5AES6_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	104
A0A8C5ART1	unreviewed	A0A8C5ART1_GADMO	C-C motif chemokine 20-like		Gadus morhua (Atlantic cod)	104
A0A8C5AVB4	unreviewed	A0A8C5AVB4_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	90
A0A8C5B3B6	unreviewed	A0A8C5B3B6_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	90
A0A8C5B725	unreviewed	A0A8C5B725_GADMO	C-C motif chemokine 2-like	LOC115549335	Gadus morhua (Atlantic cod)	101
A0A8C5B9X0	unreviewed	A0A8C5B9X0_GADMO	Chemokine (C-C motif) ligand 36, duplicate 1	ccl36.1	Gadus morhua (Atlantic cod)	91
A0A8C5BDW3	unreviewed	A0A8C5BDW3_GADMO	C-C motif chemokine 20-like		Gadus morhua (Atlantic cod)	103
A0A8C5BFG4	unreviewed	A0A8C5BFG4_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	103
A0A8C5BH15	unreviewed	A0A8C5BH15_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	104
A0A8C5C0B3	unreviewed	A0A8C5C0B3_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	91
A0A8C5C117	unreviewed	A0A8C5C117_GADMO	C-C motif chemokine 2-like	LOC115549335	Gadus morhua (Atlantic cod)	103
A0A8C5C5I6	unreviewed	A0A8C5C5I6_GADMO	C-C motif chemokine 2-like	LOC115549335	Gadus morhua (Atlantic cod)	103
A0A8C5CGA6	unreviewed	A0A8C5CGA6_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	104
A0A8C5CMT5	unreviewed	A0A8C5CMT5_GADMO	Chemokine (C-C motif) ligand 25a	ccl25a	Gadus morhua (Atlantic cod)	117
A0A8C5CP73	unreviewed	A0A8C5CP73_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	90
A0A8C5D108	unreviewed	A0A8C5D108_GADMO	Chemokine interleukin-8-like domain-containing protein		Gadus morhua (Atlantic cod)	93
A0A8C5FF56	unreviewed	A0A8C5FF56_GADMO	Uncharacterized LOC115548874	LOC115548874	Gadus morhua (Atlantic cod)	104
A0A8C5FT30	unreviewed	A0A8C5FT30_GADMO	C-C motif chemokine 20-like		Gadus morhua (Atlantic cod)	104
A0A8C5FV54	unreviewed	A0A8C5FV54_GADMO	Chemokine (C-C motif) ligand 36, duplicate 1	ccl36.1	Gadus morhua (Atlantic cod)	96

A0A8D0ITH8	unreviewed	A0A8D0ITH8_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D0MVS1	unreviewed	A0A8D0MVS1_PIG	C-C motif chemokine		Sus scrofa (Pig)	90
A0A8D0Q8J3	unreviewed	A0A8D0Q8J3_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D0R6W1	unreviewed	A0A8D0R6W1_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
A0A8D0TGQ6	unreviewed	A0A8D0TGQ6_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	119
A0A8D0X655	unreviewed	A0A8D0X655_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	96
A0A8D1AJF1	unreviewed	A0A8D1AJF1_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
A0A8D1EAB7	unreviewed	A0A8D1EAB7_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D1F102	unreviewed	A0A8D1F102_PIG	Chemokine like factor	CKLF	Sus scrofa (Pig)	113
A0A8D1F8C2	unreviewed	A0A8D1F8C2_PIG	Uncharacterized protein		Sus scrofa (Pig)	66
A0A8D1FV53	unreviewed	A0A8D1FV53_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
A0A8D1HPJ4	unreviewed	A0A8D1HPJ4_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1JPE7	unreviewed	A0A8D1JPE7_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	104
A0A8D1LDT6	unreviewed	A0A8D1LDT6_PIG	Uncharacterized protein		Sus scrofa (Pig)	103
A0A8D1MBS5	unreviewed	A0A8D1MBS5_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1MYM5	unreviewed	A0A8D1MYM5_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	67
A0A8D1P269	unreviewed	A0A8D1P269_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	119
A0A8D1PHB6	unreviewed	A0A8D1PHB6_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D1PY18	unreviewed	A0A8D1PY18_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1Q372	unreviewed	A0A8D1Q372_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
A0A8D1T3P0	unreviewed	A0A8D1T3P0_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
A0A8D1U7P9	unreviewed	A0A8D1U7P9_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	96
A0A8D1VEB7	unreviewed	A0A8D1VEB7_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	104
A0A8D1W2C8	unreviewed	A0A8D1W2C8_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1X2I4	unreviewed	A0A8D1X2I4_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	64
A0A8I3MP02	unreviewed	A0A8I3MP02_CANLF	C-C motif chemokine	CCL26	Canis lupus familiaris (Dog) (Canis familiaris)	89
A0A8I3N774	unreviewed	A0A8I3N774_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	64
A0A8I3NCF7	unreviewed	A0A8I3NCF7_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	97
